Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2012-05-11,FKDNX,32.63999938964844,32.63999938964844,32.63999938964844,32.63999938964844,26.754833221435547,0
2012-05-14,FKDNX,32.2400016784668,32.2400016784668,32.2400016784668,32.2400016784668,26.426956176757812,0
2012-05-15,FKDNX,32.15999984741211,32.15999984741211,32.15999984741211,32.15999984741211,26.36138153076172,0
2012-05-16,FKDNX,31.950000762939453,31.950000762939453,31.950000762939453,31.950000762939453,26.18924331665039,0
2012-05-17,FKDNX,31.350000381469727,31.350000381469727,31.350000381469727,31.350000381469727,25.69742774963379,0
2012-05-18,FKDNX,31.030000686645508,31.030000686645508,31.030000686645508,31.030000686645508,25.43512725830078,0
2012-05-21,FKDNX,31.84000015258789,31.84000015258789,31.84000015258789,31.84000015258789,26.099077224731445,0
2012-05-22,FKDNX,31.829999923706055,31.829999923706055,31.829999923706055,31.829999923706055,26.09088134765625,0
2012-05-23,FKDNX,32.0,32.0,32.0,32.0,26.2302303314209,0
2012-05-24,FKDNX,31.809999465942383,31.809999465942383,31.809999465942383,31.809999465942383,26.07448959350586,0
2012-05-25,FKDNX,31.639999389648438,31.639999389648438,31.639999389648438,31.639999389648438,25.935138702392578,0
2012-05-29,FKDNX,31.93000030517578,31.93000030517578,31.93000030517578,31.93000030517578,26.172847747802734,0
2012-05-30,FKDNX,31.520000457763672,31.520000457763672,31.520000457763672,31.520000457763672,25.836776733398438,0
2012-05-31,FKDNX,31.270000457763672,31.270000457763672,31.270000457763672,31.270000457763672,25.631851196289062,0
2012-06-01,FKDNX,30.3799991607666,30.3799991607666,30.3799991607666,30.3799991607666,24.90232276916504,0
2012-06-04,FKDNX,30.440000534057617,30.440000534057617,30.440000534057617,30.440000534057617,24.951505661010742,0
2012-06-05,FKDNX,30.739999771118164,30.739999771118164,30.739999771118164,30.739999771118164,25.19741439819336,0
2012-06-06,FKDNX,31.43000030517578,31.43000030517578,31.43000030517578,31.43000030517578,25.763004302978516,0
2012-06-07,FKDNX,31.31999969482422,31.31999969482422,31.31999969482422,31.31999969482422,25.672834396362305,0
2012-06-08,FKDNX,31.530000686645508,31.530000686645508,31.530000686645508,31.530000686645508,25.844968795776367,0
2012-06-11,FKDNX,31.139999389648438,31.139999389648438,31.139999389648438,31.139999389648438,25.525291442871094,0
2012-06-12,FKDNX,31.389999389648438,31.389999389648438,31.389999389648438,31.389999389648438,25.730215072631836,0
2012-06-13,FKDNX,31.1299991607666,31.1299991607666,31.1299991607666,31.1299991607666,25.517091751098633,0
2012-06-14,FKDNX,31.360000610351562,31.360000610351562,31.360000610351562,31.360000610351562,25.705623626708984,0
2012-06-15,FKDNX,31.809999465942383,31.809999465942383,31.809999465942383,31.809999465942383,26.07448959350586,0
2012-06-18,FKDNX,32.09000015258789,32.09000015258789,32.09000015258789,32.09000015258789,26.304000854492188,0
2012-06-19,FKDNX,32.41999816894531,32.41999816894531,32.41999816894531,32.41999816894531,26.574501037597656,0
2012-06-20,FKDNX,32.29999923706055,32.29999923706055,32.29999923706055,32.29999923706055,26.476137161254883,0
2012-06-21,FKDNX,31.440000534057617,31.440000534057617,31.440000534057617,31.440000534057617,25.771202087402344,0
2012-06-22,FKDNX,31.809999465942383,31.809999465942383,31.809999465942383,31.809999465942383,26.07448959350586,0
2012-06-25,FKDNX,31.260000228881836,31.260000228881836,31.260000228881836,31.260000228881836,25.623655319213867,0
2012-06-26,FKDNX,31.3799991607666,31.3799991607666,31.3799991607666,31.3799991607666,25.722017288208008,0
2012-06-27,FKDNX,31.6200008392334,31.6200008392334,31.6200008392334,31.6200008392334,25.918743133544922,0
2012-06-28,FKDNX,31.25,31.25,31.25,31.25,25.61545753479004,0
2012-06-29,FKDNX,32.2400016784668,32.2400016784668,32.2400016784668,32.2400016784668,26.426956176757812,0
2012-07-02,FKDNX,32.400001525878906,32.400001525878906,32.400001525878906,32.400001525878906,26.5581111907959,0
2012-07-03,FKDNX,32.75,32.75,32.75,32.75,26.84499740600586,0
2012-07-05,FKDNX,32.689998626708984,32.689998626708984,32.689998626708984,32.689998626708984,26.79581642150879,0
2012-07-06,FKDNX,31.979999542236328,31.979999542236328,31.979999542236328,31.979999542236328,26.213838577270508,0
2012-07-09,FKDNX,31.81999969482422,31.81999969482422,31.81999969482422,31.81999969482422,26.082683563232422,0
2012-07-10,FKDNX,31.3799991607666,31.3799991607666,31.3799991607666,31.3799991607666,25.722017288208008,0
2012-07-11,FKDNX,31.25,31.25,31.25,31.25,25.61545753479004,0
2012-07-12,FKDNX,31.15999984741211,31.15999984741211,31.15999984741211,31.15999984741211,25.541683197021484,0
2012-07-13,FKDNX,31.549999237060547,31.549999237060547,31.549999237060547,31.549999237060547,25.86136817932129,0
2012-07-16,FKDNX,31.459999084472656,31.459999084472656,31.459999084472656,31.459999084472656,25.787595748901367,0
2012-07-17,FKDNX,31.549999237060547,31.549999237060547,31.549999237060547,31.549999237060547,25.86136817932129,0
2012-07-18,FKDNX,31.920000076293945,31.920000076293945,31.920000076293945,31.920000076293945,26.16465187072754,0
2012-07-19,FKDNX,32.2599983215332,32.2599983215332,32.2599983215332,32.2599983215332,26.443347930908203,0
2012-07-20,FKDNX,31.809999465942383,31.809999465942383,31.809999465942383,31.809999465942383,26.07448959350586,0
2012-07-23,FKDNX,31.389999389648438,31.389999389648438,31.389999389648438,31.389999389648438,25.730215072631836,0
2012-07-24,FKDNX,31.09000015258789,31.09000015258789,31.09000015258789,31.09000015258789,25.484310150146484,0
2012-07-25,FKDNX,31.18000030517578,31.18000030517578,31.18000030517578,31.18000030517578,25.558080673217773,0
2012-07-26,FKDNX,31.700000762939453,31.700000762939453,31.700000762939453,31.700000762939453,25.98432159423828,0
2012-07-27,FKDNX,32.41999816894531,32.41999816894531,32.41999816894531,32.41999816894531,26.574501037597656,0
2012-07-30,FKDNX,32.189998626708984,32.189998626708984,32.189998626708984,32.189998626708984,26.385969161987305,0
2012-07-31,FKDNX,32.040000915527344,32.040000915527344,32.040000915527344,32.040000915527344,26.263017654418945,0
2012-08-01,FKDNX,31.809999465942383,31.809999465942383,31.809999465942383,31.809999465942383,26.07448959350586,0
2012-08-02,FKDNX,31.729999542236328,31.729999542236328,31.729999542236328,31.729999542236328,26.008909225463867,0
2012-08-03,FKDNX,32.43000030517578,32.43000030517578,32.43000030517578,32.43000030517578,26.582698822021484,0
2012-08-06,FKDNX,32.58000183105469,32.58000183105469,32.58000183105469,32.58000183105469,26.705652236938477,0
2012-08-07,FKDNX,32.810001373291016,32.810001373291016,32.810001373291016,32.810001373291016,26.89418601989746,0
2012-08-08,FKDNX,32.70000076293945,32.70000076293945,32.70000076293945,32.70000076293945,26.80401611328125,0
2012-08-09,FKDNX,32.75,32.75,32.75,32.75,26.84499740600586,0
2012-08-10,FKDNX,32.79999923706055,32.79999923706055,32.79999923706055,32.79999923706055,26.885984420776367,0
2012-08-13,FKDNX,32.77000045776367,32.77000045776367,32.77000045776367,32.77000045776367,26.86139678955078,0
2012-08-14,FKDNX,32.689998626708984,32.689998626708984,32.689998626708984,32.689998626708984,26.79581642150879,0
2012-08-15,FKDNX,32.79999923706055,32.79999923706055,32.79999923706055,32.79999923706055,26.885984420776367,0
2012-08-16,FKDNX,33.099998474121094,33.099998474121094,33.099998474121094,33.099998474121094,27.13188934326172,0
2012-08-17,FKDNX,33.20000076293945,33.20000076293945,33.20000076293945,33.20000076293945,27.213865280151367,0
2012-08-20,FKDNX,33.09000015258789,33.09000015258789,33.09000015258789,33.09000015258789,27.12369728088379,0
2012-08-21,FKDNX,32.970001220703125,32.970001220703125,32.970001220703125,32.970001220703125,27.02533531188965,0
2012-08-22,FKDNX,33.06999969482422,33.06999969482422,33.06999969482422,33.06999969482422,27.107301712036133,0
2012-08-23,FKDNX,32.869998931884766,32.869998931884766,32.869998931884766,32.869998931884766,26.943359375,0
2012-08-24,FKDNX,33.040000915527344,33.040000915527344,33.040000915527344,33.040000915527344,27.082712173461914,0
2012-08-27,FKDNX,33.06999969482422,33.06999969482422,33.06999969482422,33.06999969482422,27.107301712036133,0
2012-08-28,FKDNX,33.119998931884766,33.119998931884766,33.119998931884766,33.119998931884766,27.14828872680664,0
2012-08-29,FKDNX,33.18000030517578,33.18000030517578,33.18000030517578,33.18000030517578,27.197471618652344,0
2012-08-30,FKDNX,32.86000061035156,32.86000061035156,32.86000061035156,32.86000061035156,26.93516731262207,0
2012-08-31,FKDNX,33.099998474121094,33.099998474121094,33.099998474121094,33.099998474121094,27.13188934326172,0
2012-09-04,FKDNX,33.220001220703125,33.220001220703125,33.220001220703125,33.220001220703125,27.230257034301758,0
2012-09-05,FKDNX,33.16999816894531,33.16999816894531,33.16999816894531,33.16999816894531,27.189268112182617,0
2012-09-06,FKDNX,33.88999938964844,33.88999938964844,33.88999938964844,33.88999938964844,27.779451370239258,0
2012-09-07,FKDNX,34.02000045776367,34.02000045776367,34.02000045776367,34.02000045776367,27.886011123657227,0
2012-09-10,FKDNX,33.68000030517578,33.68000030517578,33.68000030517578,33.68000030517578,27.607315063476562,0
2012-09-11,FKDNX,33.68000030517578,33.68000030517578,33.68000030517578,33.68000030517578,27.607315063476562,0
2012-09-12,FKDNX,33.7599983215332,33.7599983215332,33.7599983215332,33.7599983215332,27.672887802124023,0
2012-09-13,FKDNX,34.22999954223633,34.22999954223633,34.22999954223633,34.22999954223633,28.058149337768555,0
2012-09-14,FKDNX,34.5099983215332,34.5099983215332,34.5099983215332,34.5099983215332,28.287660598754883,0
2012-09-17,FKDNX,34.459999084472656,34.459999084472656,34.459999084472656,34.459999084472656,28.24667739868164,0
2012-09-18,FKDNX,34.470001220703125,34.470001220703125,34.470001220703125,34.470001220703125,28.2548770904541,0
2012-09-19,FKDNX,34.459999084472656,34.459999084472656,34.459999084472656,34.459999084472656,28.24667739868164,0
2012-09-20,FKDNX,34.31999969482422,34.31999969482422,34.31999969482422,34.31999969482422,28.131921768188477,0
2012-09-21,FKDNX,34.45000076293945,34.45000076293945,34.45000076293945,34.45000076293945,28.238479614257812,0
2012-09-24,FKDNX,34.22999954223633,34.22999954223633,34.22999954223633,34.22999954223633,28.058149337768555,0
